year,result_code,electoral_district_name,polling_division_name,party,candidate,votes,percentage,affiliation
1999,18P,Polonnaruwa,Postal Votes,PLSF,Kamal Karunadasa,3,0.09,
1999,18P,Polonnaruwa,Postal Votes,SLMP,Abdul Rasool,0,0.0,purple
1999,18P,Polonnaruwa,Postal Votes,LDA,Vasudeva Nanayakkara,16,0.49,
1999,18P,Polonnaruwa,Postal Votes,Ind 3,Hudson Samarasinghe,1,0.03,
1999,18P,Polonnaruwa,Postal Votes,DUNF,A. Dissanayaka,3,0.09,
1999,18P,Polonnaruwa,Postal Votes,PFF,A. W. Premawardhana,0,0.0,
2005,18P,Polonnaruwa,Postal Votes,UPFA,Mahinda Rajapaksa,5000,63.52,blue
2005,18P,Polonnaruwa,Postal Votes,UNP,Ranil Wickremesinghe,2839,36.06,green
2005,18P,Polonnaruwa,Postal Votes,JSP,A. A. Suraweera,4,0.05,
2005,18P,Polonnaruwa,Postal Votes,USP,Siritunga Jayasuriya,1,0.01,
2005,18P,Polonnaruwa,Postal Votes,ULPP,Victor Hettigoda,7,0.09,
2005,18P,Polonnaruwa,Postal Votes,NLF,Chamil Jayaneththi,7,0.09,
2005,18P,Polonnaruwa,Postal Votes,RPP,Aruna de Soyza,2,0.03,
2005,18P,Polonnaruwa,Postal Votes,ULF,Anura De Silva,3,0.04,
2005,18P,Polonnaruwa,Postal Votes,SLNF,Wimal Geeganage,4,0.05,
2005,18P,Polonnaruwa,Postal Votes,DUA,A. K. J. Arachchige,3,0.04,
2005,18P,Polonnaruwa,Postal Votes,SLPF,P. Nelson Perera,1,0.01,
2005,18P,Polonnaruwa,Postal Votes,SEP,Wije Dias,1,0.01,
2005,18P,Polonnaruwa,Postal Votes,UNAF,H. S. Dharmadwaja,0,0.0,
2010,18P,Polonnaruwa,Postal Votes,UPFA,Mahinda Rajapaksa,9971,70.64,blue
2010,18P,Polonnaruwa,Postal Votes,NDF,Sarath Fonseka,4057,28.74,green
2010,18P,Polonnaruwa,Postal Votes,DUNF,M. C. M. Ismail,39,0.28,
2010,18P,Polonnaruwa,Postal Votes,Ind 1,W. V. M. Ranjith,10,0.07,
2010,18P,Polonnaruwa,Postal Votes,JSP,A. A. Suraweera,6,0.04,
2010,18P,Polonnaruwa,Postal Votes,UDF,C. J. Sugathsiri Gamage,6,0.04,
2010,18P,Polonnaruwa,Postal Votes,SLLP,A. S. P. Liyanage,1,0.01,
2010,18P,Polonnaruwa,Postal Votes,NSH,Sarath Manamendra,2,0.01,
2010,18P,Polonnaruwa,Postal Votes,Ind 3,Ukkubanda Wijekoon,1,0.01,
2010,18P,Polonnaruwa,Postal Votes,ONF,Lal Perera,3,0.02,
2010,18P,Polonnaruwa,Postal Votes,USP,Siritunga Jayasuriya,0,0.0,
2010,18P,Polonnaruwa,Postal Votes,Ind 2,Aithurus Mohamed Illias,5,0.04,
2010,18P,Polonnaruwa,Postal Votes,LF,Vikramabahu Karunaratne,2,0.01,
2010,18P,Polonnaruwa,Postal Votes,NA,Sanath Pinnaduwa,0,0.0,
2010,18P,Polonnaruwa,Postal Votes,SEP,Wije Dias,1,0.01,
2010,18P,Polonnaruwa,Postal Votes,Ind 5,M. K. Shivajilingam,3,0.02,
2010,18P,Polonnaruwa,Postal Votes,Ind 4,M. Mohamed Musthaffa,0,0.0,
2010,18P,Polonnaruwa,Postal Votes,PNF,Senaratna de Silva,2,0.01,
2010,18P,Polonnaruwa,Postal Votes,JP,Baththaramulle Seelarathana Thero,2,0.01,
2010,18P,Polonnaruwa,Postal Votes,ACAKO,M. B. Theminimulla,1,0.01,
2010,18P,Polonnaruwa,Postal Votes,UNAF,Sarath Kongahage,3,0.02,
2010,18P,Polonnaruwa,Postal Votes,RPP,Aruna de Soyza,0,0.0,
2015,18P,Polonnaruwa,Postal Votes,I-AMI,Aithurus Mohamed Illias,7,0.05,
2015,18P,Polonnaruwa,Postal Votes,UPF,Maulawi Ibrahim Mohanmed Mishlar,10,0.07,
2015,18P,Polonnaruwa,Postal Votes,DNM,Prasanna Priyankara,0,0.0,
2015,18P,Polonnaruwa,Postal Votes,SLNF,Wimal Geeganage,0,0.0,
2015,18P,Polonnaruwa,Postal Votes,USP,Siritunga Jayasuriya,6,0.04,
2015,18P,Polonnaruwa,Postal Votes,AACAAKO,M. B. Theminimulla,2,0.01,
2015,18P,Polonnaruwa,Postal Votes,SEP,Pani Wijesiriwardane,1,0.01,
2015,18P,Polonnaruwa,Postal Votes,FSP,Duminda Nagamuwa,11,0.08,
2015,18P,Polonnaruwa,Postal Votes,SLLP,A. S. P. Liyanage,6,0.04,
2015,18P,Polonnaruwa,Postal Votes,NDF,Maithripala Sirisena,9480,68.42,green
2015,18P,Polonnaruwa,Postal Votes,ULPP,Ruwanthilaka Peduru Arachchi,2,0.01,
2015,18P,Polonnaruwa,Postal Votes,I-AP,Anuruddha Polgampala,2,0.01,
2015,18P,Polonnaruwa,Postal Votes,JSP,Baththaramulle Seelarathana Thero,1,0.01,
2015,18P,Polonnaruwa,Postal Votes,NSH,Sarath Manamendra,3,0.02,
2015,18P,Polonnaruwa,Postal Votes,PNF,Arachchige Rathnayaka Sirisena,11,0.08,
2015,18P,Polonnaruwa,Postal Votes,UPFA,Mahinda Rajapaksa,4309,31.1,blue
2015,18P,Polonnaruwa,Postal Votes,ONF,Namal Ajith Rajapaksa,5,0.04,
2015,18P,Polonnaruwa,Postal Votes,NSSP,Sundaram Mahendran,0,0.0,red
2015,18P,Polonnaruwa,Postal Votes,ULGC,Jayantha Kulathunga,0,0.0,
1982,19A,Badulla,Mahiyanganaya,UNP,Junius Richard Jayewardene,21340,73.21,green
1982,19A,Badulla,Mahiyanganaya,SLFP,Hector Kobbekaduwa,7076,24.28,blue
1982,19A,Badulla,Mahiyanganaya,JVP,Rohana Wijeweera,443,1.52,red
1982,19A,Badulla,Mahiyanganaya,LSSP,Colvin Reginald de Silva,229,0.79,red
1982,19A,Badulla,Mahiyanganaya,ACTC,Kumar Ponnambalam,27,0.09,yellow
1982,19A,Badulla,Mahiyanganaya,NSSP,Vasudeva Nanayakkara,33,0.11,red
1988,19A,Badulla,Mahiyanganaya,UNP,Ranasinghe Premadasa,16990,67.5,green
1988,19A,Badulla,Mahiyanganaya,SLFP,Sirimavo Bandaranaike,7682,30.52,blue
1988,19A,Badulla,Mahiyanganaya,SLMP,Oswin Abeygunasekara,499,1.98,purple
1994,19A,Badulla,Mahiyanganaya,PA,Chandrika Kumaratunga,18218,41.28,blue
1994,19A,Badulla,Mahiyanganaya,UNP,Srimathi Dissanayake,24842,56.29,green
1994,19A,Badulla,Mahiyanganaya,Ind 2,Hudson Samarasinghe,446,1.01,
1994,19A,Badulla,Mahiyanganaya,SMBP,Harischandra Wijayatunga,213,0.48,
1994,19A,Badulla,Mahiyanganaya,Ind 1,Arthur Jayasena Ranasinghe,213,0.48,
1994,19A,Badulla,Mahiyanganaya,SLPF,Nihal Galappaththi,203,0.46,
1999,19A,Badulla,Mahiyanganaya,UNP,Ranil Wickremesinghe,27638,54.82,green
1999,19A,Badulla,Mahiyanganaya,PA,Chandrika Kumaratunga,19750,39.17,blue
1999,19A,Badulla,Mahiyanganaya,JVP,M. D. Nandana Gunathilake,1757,3.48,red
1999,19A,Badulla,Mahiyanganaya,Liberal,Rajiva Wijesinha,400,0.79,
1999,19A,Badulla,Mahiyanganaya,Ind 2,W. V. M. Ranjith,260,0.52,
1999,19A,Badulla,Mahiyanganaya,Ind 1,T. Edirisuriya,199,0.39,
1999,19A,Badulla,Mahiyanganaya,SMBP,Harischandra Wijayatunga,133,0.26,
1999,19A,Badulla,Mahiyanganaya,SLMP,Abdul Rasool,54,0.11,purple
1999,19A,Badulla,Mahiyanganaya,LDA,Vasudeva Nanayakkara,46,0.09,
1999,19A,Badulla,Mahiyanganaya,PLSF,Kamal Karunadasa,62,0.12,
1999,19A,Badulla,Mahiyanganaya,Ind 3,Hudson Samarasinghe,69,0.14,
1999,19A,Badulla,Mahiyanganaya,DUNF,A. Dissanayaka,24,0.05,
1999,19A,Badulla,Mahiyanganaya,PFF,A. W. Premawardhana,26,0.05,
2005,19A,Badulla,Mahiyanganaya,UNP,Ranil Wickremesinghe,32592,53.85,green
2005,19A,Badulla,Mahiyanganaya,UPFA,Mahinda Rajapaksa,26877,44.41,blue
2005,19A,Badulla,Mahiyanganaya,USP,Siritunga Jayasuriya,286,0.47,
2005,19A,Badulla,Mahiyanganaya,JSP,A. A. Suraweera,307,0.51,
2005,19A,Badulla,Mahiyanganaya,ULPP,Victor Hettigoda,79,0.13,
2005,19A,Badulla,Mahiyanganaya,NLF,Chamil Jayaneththi,100,0.17,
2005,19A,Badulla,Mahiyanganaya,RPP,Aruna de Soyza,67,0.11,
2005,19A,Badulla,Mahiyanganaya,ULF,Anura De Silva,51,0.08,
2005,19A,Badulla,Mahiyanganaya,SLNF,Wimal Geeganage,62,0.1,
2005,19A,Badulla,Mahiyanganaya,DUA,A. K. J. Arachchige,38,0.06,
2005,19A,Badulla,Mahiyanganaya,SEP,Wije Dias,28,0.05,
2005,19A,Badulla,Mahiyanganaya,SLPF,P. Nelson Perera,24,0.04,
2005,19A,Badulla,Mahiyanganaya,UNAF,H. S. Dharmadwaja,12,0.02,
2010,19A,Badulla,Mahiyanganaya,UPFA,Mahinda Rajapaksa,38486,60.26,blue
2010,19A,Badulla,Mahiyanganaya,NDF,Sarath Fonseka,24057,37.67,green
2010,19A,Badulla,Mahiyanganaya,DUNF,M. C. M. Ismail,175,0.27,
2010,19A,Badulla,Mahiyanganaya,JSP,A. A. Suraweera,207,0.32,
2010,19A,Badulla,Mahiyanganaya,UDF,C. J. Sugathsiri Gamage,106,0.17,
2010,19A,Badulla,Mahiyanganaya,Ind 1,W. V. M. Ranjith,161,0.25,
2010,19A,Badulla,Mahiyanganaya,SLLP,A. S. P. Liyanage,118,0.18,
2010,19A,Badulla,Mahiyanganaya,ONF,Lal Perera,78,0.12,
2010,19A,Badulla,Mahiyanganaya,NSH,Sarath Manamendra,81,0.13,
2010,19A,Badulla,Mahiyanganaya,Ind 3,Ukkubanda Wijekoon,75,0.12,
2010,19A,Badulla,Mahiyanganaya,USP,Siritunga Jayasuriya,53,0.08,
2010,19A,Badulla,Mahiyanganaya,Ind 5,M. K. Shivajilingam,35,0.05,
2010,19A,Badulla,Mahiyanganaya,Ind 2,Aithurus Mohamed Illias,33,0.05,
2010,19A,Badulla,Mahiyanganaya,NA,Sanath Pinnaduwa,41,0.06,
2010,19A,Badulla,Mahiyanganaya,LF,Vikramabahu Karunaratne,31,0.05,
2010,19A,Badulla,Mahiyanganaya,SEP,Wije Dias,18,0.03,
2010,19A,Badulla,Mahiyanganaya,RPP,Aruna de Soyza,20,0.03,
2010,19A,Badulla,Mahiyanganaya,Ind 4,M. Mohamed Musthaffa,18,0.03,
2010,19A,Badulla,Mahiyanganaya,PNF,Senaratna de Silva,25,0.04,
2010,19A,Badulla,Mahiyanganaya,JP,Baththaramulle Seelarathana Thero,24,0.04,
2010,19A,Badulla,Mahiyanganaya,ACAKO,M. B. Theminimulla,11,0.02,
2010,19A,Badulla,Mahiyanganaya,UNAF,Sarath Kongahage,10,0.02,
2015,19A,Badulla,Mahiyanganaya,I-AMI,Aithurus Mohamed Illias,91,0.12,
2015,19A,Badulla,Mahiyanganaya,UPF,Maulawi Ibrahim Mohanmed Mishlar,151,0.2,
2015,19A,Badulla,Mahiyanganaya,DNM,Prasanna Priyankara,27,0.04,
2015,19A,Badulla,Mahiyanganaya,SLNF,Wimal Geeganage,14,0.02,
2015,19A,Badulla,Mahiyanganaya,USP,Siritunga Jayasuriya,71,0.09,
2015,19A,Badulla,Mahiyanganaya,AACAAKO,M. B. Theminimulla,23,0.03,
2015,19A,Badulla,Mahiyanganaya,SEP,Pani Wijesiriwardane,18,0.02,
2015,19A,Badulla,Mahiyanganaya,FSP,Duminda Nagamuwa,38,0.05,
2015,19A,Badulla,Mahiyanganaya,SLLP,A. S. P. Liyanage,71,0.09,
2015,19A,Badulla,Mahiyanganaya,NDF,Maithripala Sirisena,31495,41.8,green
2015,19A,Badulla,Mahiyanganaya,ULPP,Ruwanthilaka Peduru Arachchi,90,0.12,
2015,19A,Badulla,Mahiyanganaya,I-AP,Anuruddha Polgampala,23,0.03,
2015,19A,Badulla,Mahiyanganaya,JSP,Baththaramulle Seelarathana Thero,9,0.01,
2015,19A,Badulla,Mahiyanganaya,NSH,Sarath Manamendra,60,0.08,
2015,19A,Badulla,Mahiyanganaya,PNF,Arachchige Rathnayaka Sirisena,191,0.25,
2015,19A,Badulla,Mahiyanganaya,UPFA,Mahinda Rajapaksa,42718,56.69,blue
2015,19A,Badulla,Mahiyanganaya,ONF,Namal Ajith Rajapaksa,213,0.28,
2015,19A,Badulla,Mahiyanganaya,NSSP,Sundaram Mahendran,33,0.04,red
2015,19A,Badulla,Mahiyanganaya,ULGC,Jayantha Kulathunga,15,0.02,
1982,19B,Badulla,Viyaluwa,UNP,Junius Richard Jayewardene,12251,51.69,green
1982,19B,Badulla,Viyaluwa,SLFP,Hector Kobbekaduwa,10836,45.72,blue
1982,19B,Badulla,Viyaluwa,JVP,Rohana Wijeweera,242,1.02,red
1982,19B,Badulla,Viyaluwa,LSSP,Colvin Reginald de Silva,237,1.0,red
1982,19B,Badulla,Viyaluwa,ACTC,Kumar Ponnambalam,62,0.26,yellow
1982,19B,Badulla,Viyaluwa,NSSP,Vasudeva Nanayakkara,75,0.32,red
1988,19B,Badulla,Viyaluwa,UNP,Ranasinghe Premadasa,6397,52.49,green
1988,19B,Badulla,Viyaluwa,SLFP,Sirimavo Bandaranaike,5575,45.75,blue
1988,19B,Badulla,Viyaluwa,SLMP,Oswin Abeygunasekara,214,1.76,purple
1994,19B,Badulla,Viyaluwa,PA,Chandrika Kumaratunga,15304,55.68,blue
1994,19B,Badulla,Viyaluwa,UNP,Srimathi Dissanayake,11227,40.84,green
1994,19B,Badulla,Viyaluwa,Ind 2,Hudson Samarasinghe,456,1.66,
1994,19B,Badulla,Viyaluwa,SMBP,Harischandra Wijayatunga,145,0.53,
1994,19B,Badulla,Viyaluwa,Ind 1,Arthur Jayasena Ranasinghe,183,0.67,
1994,19B,Badulla,Viyaluwa,SLPF,Nihal Galappaththi,172,0.63,
1999,19B,Badulla,Viyaluwa,UNP,Ranil Wickremesinghe,13003,45.84,green
1999,19B,Badulla,Viyaluwa,PA,Chandrika Kumaratunga,13336,47.01,blue
1999,19B,Badulla,Viyaluwa,JVP,M. D. Nandana Gunathilake,957,3.37,red
1999,19B,Badulla,Viyaluwa,Liberal,Rajiva Wijesinha,230,0.81,
1999,19B,Badulla,Viyaluwa,Ind 2,W. V. M. Ranjith,218,0.77,
1999,19B,Badulla,Viyaluwa,Ind 1,T. Edirisuriya,193,0.68,
1999,19B,Badulla,Viyaluwa,SMBP,Harischandra Wijayatunga,116,0.41,
1999,19B,Badulla,Viyaluwa,SLMP,Abdul Rasool,68,0.24,purple
1999,19B,Badulla,Viyaluwa,LDA,Vasudeva Nanayakkara,49,0.17,
1999,19B,Badulla,Viyaluwa,PLSF,Kamal Karunadasa,56,0.2,
1999,19B,Badulla,Viyaluwa,Ind 3,Hudson Samarasinghe,82,0.29,
1999,19B,Badulla,Viyaluwa,DUNF,A. Dissanayaka,32,0.11,
1999,19B,Badulla,Viyaluwa,PFF,A. W. Premawardhana,29,0.1,
2005,19B,Badulla,Viyaluwa,UNP,Ranil Wickremesinghe,16423,48.17,green
2005,19B,Badulla,Viyaluwa,UPFA,Mahinda Rajapaksa,16803,49.28,blue
2005,19B,Badulla,Viyaluwa,USP,Siritunga Jayasuriya,258,0.76,
2005,19B,Badulla,Viyaluwa,JSP,A. A. Suraweera,268,0.79,
2005,19B,Badulla,Viyaluwa,ULPP,Victor Hettigoda,45,0.13,
2005,19B,Badulla,Viyaluwa,NLF,Chamil Jayaneththi,67,0.2,
2005,19B,Badulla,Viyaluwa,RPP,Aruna de Soyza,48,0.14,
2005,19B,Badulla,Viyaluwa,ULF,Anura De Silva,48,0.14,
2005,19B,Badulla,Viyaluwa,SLNF,Wimal Geeganage,45,0.13,
2005,19B,Badulla,Viyaluwa,DUA,A. K. J. Arachchige,29,0.09,
2005,19B,Badulla,Viyaluwa,SEP,Wije Dias,25,0.07,
2005,19B,Badulla,Viyaluwa,SLPF,P. Nelson Perera,27,0.08,
2005,19B,Badulla,Viyaluwa,UNAF,H. S. Dharmadwaja,8,0.02,
2010,19B,Badulla,Viyaluwa,UPFA,Mahinda Rajapaksa,20816,60.75,blue
2010,19B,Badulla,Viyaluwa,NDF,Sarath Fonseka,12529,36.56,green
2010,19B,Badulla,Viyaluwa,DUNF,M. C. M. Ismail,107,0.31,
2010,19B,Badulla,Viyaluwa,JSP,A. A. Suraweera,152,0.44,
2010,19B,Badulla,Viyaluwa,UDF,C. J. Sugathsiri Gamage,98,0.29,
2010,19B,Badulla,Viyaluwa,Ind 1,W. V. M. Ranjith,76,0.22,
2010,19B,Badulla,Viyaluwa,SLLP,A. S. P. Liyanage,79,0.23,
2010,19B,Badulla,Viyaluwa,ONF,Lal Perera,61,0.18,
2010,19B,Badulla,Viyaluwa,NSH,Sarath Manamendra,55,0.16,
2010,19B,Badulla,Viyaluwa,Ind 3,Ukkubanda Wijekoon,53,0.15,
2010,19B,Badulla,Viyaluwa,USP,Siritunga Jayasuriya,46,0.13,
2010,19B,Badulla,Viyaluwa,Ind 5,M. K. Shivajilingam,42,0.12,
2010,19B,Badulla,Viyaluwa,Ind 2,Aithurus Mohamed Illias,17,0.05,
2010,19B,Badulla,Viyaluwa,NA,Sanath Pinnaduwa,20,0.06,
2010,19B,Badulla,Viyaluwa,LF,Vikramabahu Karunaratne,18,0.05,
2010,19B,Badulla,Viyaluwa,SEP,Wije Dias,21,0.06,
2010,19B,Badulla,Viyaluwa,RPP,Aruna de Soyza,15,0.04,
2010,19B,Badulla,Viyaluwa,Ind 4,M. Mohamed Musthaffa,14,0.04,
2010,19B,Badulla,Viyaluwa,PNF,Senaratna de Silva,8,0.02,
2010,19B,Badulla,Viyaluwa,JP,Baththaramulle Seelarathana Thero,19,0.06,
2010,19B,Badulla,Viyaluwa,ACAKO,M. B. Theminimulla,5,0.01,
2010,19B,Badulla,Viyaluwa,UNAF,Sarath Kongahage,16,0.05,
2015,19B,Badulla,Viyaluwa,I-AMI,Aithurus Mohamed Illias,53,0.13,
2015,19B,Badulla,Viyaluwa,UPF,Maulawi Ibrahim Mohanmed Mishlar,82,0.21,
2015,19B,Badulla,Viyaluwa,DNM,Prasanna Priyankara,14,0.04,
2015,19B,Badulla,Viyaluwa,SLNF,Wimal Geeganage,7,0.02,
2015,19B,Badulla,Viyaluwa,USP,Siritunga Jayasuriya,36,0.09,
2015,19B,Badulla,Viyaluwa,AACAAKO,M. B. Theminimulla,21,0.05,
2015,19B,Badulla,Viyaluwa,SEP,Pani Wijesiriwardane,14,0.04,
2015,19B,Badulla,Viyaluwa,FSP,Duminda Nagamuwa,38,0.1,
2015,19B,Badulla,Viyaluwa,SLLP,A. S. P. Liyanage,61,0.15,
2015,19B,Badulla,Viyaluwa,NDF,Maithripala Sirisena,15128,38.42,green
2015,19B,Badulla,Viyaluwa,ULPP,Ruwanthilaka Peduru Arachchi,51,0.13,
2015,19B,Badulla,Viyaluwa,I-AP,Anuruddha Polgampala,17,0.04,
2015,19B,Badulla,Viyaluwa,JSP,Baththaramulle Seelarathana Thero,14,0.04,
2015,19B,Badulla,Viyaluwa,NSH,Sarath Manamendra,41,0.1,
2015,19B,Badulla,Viyaluwa,PNF,Arachchige Rathnayaka Sirisena,110,0.28,
2015,19B,Badulla,Viyaluwa,UPFA,Mahinda Rajapaksa,23518,59.72,blue
2015,19B,Badulla,Viyaluwa,ONF,Namal Ajith Rajapaksa,112,0.28,
2015,19B,Badulla,Viyaluwa,NSSP,Sundaram Mahendran,31,0.08,red
2015,19B,Badulla,Viyaluwa,ULGC,Jayantha Kulathunga,31,0.08,
1982,19C,Badulla,Passara,UNP,Junius Richard Jayewardene,14400,59.96,green
1982,19C,Badulla,Passara,SLFP,Hector Kobbekaduwa,8830,36.76,blue
1982,19C,Badulla,Passara,JVP,Rohana Wijeweera,379,1.58,red
1982,19C,Badulla,Passara,LSSP,Colvin Reginald de Silva,230,0.96,red
1982,19C,Badulla,Passara,ACTC,Kumar Ponnambalam,118,0.49,yellow
1982,19C,Badulla,Passara,NSSP,Vasudeva Nanayakkara,61,0.25,red
1988,19C,Badulla,Passara,UNP,Ranasinghe Premadasa,7056,65.42,green
1988,19C,Badulla,Passara,SLFP,Sirimavo Bandaranaike,3500,32.45,blue
1988,19C,Badulla,Passara,SLMP,Oswin Abeygunasekara,230,2.13,purple
1994,19C,Badulla,Passara,PA,Chandrika Kumaratunga,19303,56.49,blue
1994,19C,Badulla,Passara,UNP,Srimathi Dissanayake,13793,40.37,green
1994,19C,Badulla,Passara,Ind 2,Hudson Samarasinghe,556,1.63,
1994,19C,Badulla,Passara,SMBP,Harischandra Wijayatunga,176,0.52,
1994,19C,Badulla,Passara,Ind 1,Arthur Jayasena Ranasinghe,167,0.49,
1994,19C,Badulla,Passara,SLPF,Nihal Galappaththi,174,0.51,
1999,19C,Badulla,Passara,UNP,Ranil Wickremesinghe,18124,49.83,green
1999,19C,Badulla,Passara,PA,Chandrika Kumaratunga,16558,45.53,blue
1999,19C,Badulla,Passara,JVP,M. D. Nandana Gunathilake,748,2.06,red
1999,19C,Badulla,Passara,Liberal,Rajiva Wijesinha,205,0.56,
1999,19C,Badulla,Passara,Ind 2,W. V. M. Ranjith,189,0.52,
1999,19C,Badulla,Passara,Ind 1,T. Edirisuriya,155,0.43,
1999,19C,Badulla,Passara,SMBP,Harischandra Wijayatunga,95,0.26,
1999,19C,Badulla,Passara,SLMP,Abdul Rasool,61,0.17,purple
1999,19C,Badulla,Passara,LDA,Vasudeva Nanayakkara,64,0.18,
1999,19C,Badulla,Passara,PLSF,Kamal Karunadasa,67,0.18,
1999,19C,Badulla,Passara,Ind 3,Hudson Samarasinghe,54,0.15,
1999,19C,Badulla,Passara,DUNF,A. Dissanayaka,28,0.08,
1999,19C,Badulla,Passara,PFF,A. W. Premawardhana,23,0.06,
2005,19C,Badulla,Passara,UNP,Ranil Wickremesinghe,25176,60.68,green
2005,19C,Badulla,Passara,UPFA,Mahinda Rajapaksa,15717,37.88,blue
2005,19C,Badulla,Passara,USP,Siritunga Jayasuriya,135,0.33,
2005,19C,Badulla,Passara,JSP,A. A. Suraweera,207,0.5,
2005,19C,Badulla,Passara,ULPP,Victor Hettigoda,53,0.13,
2005,19C,Badulla,Passara,NLF,Chamil Jayaneththi,30,0.07,
2005,19C,Badulla,Passara,RPP,Aruna de Soyza,39,0.09,
2005,19C,Badulla,Passara,ULF,Anura De Silva,38,0.09,
2005,19C,Badulla,Passara,SLNF,Wimal Geeganage,18,0.04,
2005,19C,Badulla,Passara,DUA,A. K. J. Arachchige,20,0.05,
2005,19C,Badulla,Passara,SEP,Wije Dias,29,0.07,
2005,19C,Badulla,Passara,SLPF,P. Nelson Perera,19,0.05,
2005,19C,Badulla,Passara,UNAF,H. S. Dharmadwaja,10,0.02,
2010,19C,Badulla,Passara,UPFA,Mahinda Rajapaksa,18529,43.57,blue
2010,19C,Badulla,Passara,NDF,Sarath Fonseka,22601,53.14,green
2010,19C,Badulla,Passara,DUNF,M. C. M. Ismail,177,0.42,
2010,19C,Badulla,Passara,JSP,A. A. Suraweera,130,0.31,
2010,19C,Badulla,Passara,UDF,C. J. Sugathsiri Gamage,231,0.54,
2010,19C,Badulla,Passara,Ind 1,W. V. M. Ranjith,75,0.18,
2010,19C,Badulla,Passara,SLLP,A. S. P. Liyanage,102,0.24,
2010,19C,Badulla,Passara,ONF,Lal Perera,109,0.26,
2010,19C,Badulla,Passara,NSH,Sarath Manamendra,90,0.21,
2010,19C,Badulla,Passara,Ind 3,Ukkubanda Wijekoon,52,0.12,
2010,19C,Badulla,Passara,USP,Siritunga Jayasuriya,71,0.17,
2010,19C,Badulla,Passara,Ind 5,M. K. Shivajilingam,68,0.16,
2010,19C,Badulla,Passara,Ind 2,Aithurus Mohamed Illias,30,0.07,
2010,19C,Badulla,Passara,NA,Sanath Pinnaduwa,47,0.11,
2010,19C,Badulla,Passara,LF,Vikramabahu Karunaratne,46,0.11,
2010,19C,Badulla,Passara,SEP,Wije Dias,25,0.06,
2010,19C,Badulla,Passara,RPP,Aruna de Soyza,34,0.08,
2010,19C,Badulla,Passara,Ind 4,M. Mohamed Musthaffa,31,0.07,
2010,19C,Badulla,Passara,PNF,Senaratna de Silva,29,0.07,
2010,19C,Badulla,Passara,JP,Baththaramulle Seelarathana Thero,20,0.05,
2010,19C,Badulla,Passara,ACAKO,M. B. Theminimulla,19,0.04,
2010,19C,Badulla,Passara,UNAF,Sarath Kongahage,15,0.04,
2015,19C,Badulla,Passara,I-AMI,Aithurus Mohamed Illias,96,0.2,
2015,19C,Badulla,Passara,UPF,Maulawi Ibrahim Mohanmed Mishlar,186,0.4,
2015,19C,Badulla,Passara,DNM,Prasanna Priyankara,23,0.05,
2015,19C,Badulla,Passara,SLNF,Wimal Geeganage,8,0.02,
2015,19C,Badulla,Passara,USP,Siritunga Jayasuriya,75,0.16,
2015,19C,Badulla,Passara,AACAAKO,M. B. Theminimulla,36,0.08,
2015,19C,Badulla,Passara,SEP,Pani Wijesiriwardane,37,0.08,
2015,19C,Badulla,Passara,FSP,Duminda Nagamuwa,69,0.15,
2015,19C,Badulla,Passara,SLLP,A. S. P. Liyanage,125,0.27,
2015,19C,Badulla,Passara,NDF,Maithripala Sirisena,25598,54.47,green
2015,19C,Badulla,Passara,ULPP,Ruwanthilaka Peduru Arachchi,122,0.26,
2015,19C,Badulla,Passara,I-AP,Anuruddha Polgampala,33,0.07,
2015,19C,Badulla,Passara,JSP,Baththaramulle Seelarathana Thero,19,0.04,
2015,19C,Badulla,Passara,NSH,Sarath Manamendra,50,0.11,
2015,19C,Badulla,Passara,PNF,Arachchige Rathnayaka Sirisena,132,0.28,
2015,19C,Badulla,Passara,UPFA,Mahinda Rajapaksa,20202,42.99,blue
2015,19C,Badulla,Passara,ONF,Namal Ajith Rajapaksa,128,0.27,
2015,19C,Badulla,Passara,NSSP,Sundaram Mahendran,48,0.1,red
2015,19C,Badulla,Passara,ULGC,Jayantha Kulathunga,9,0.02,
1982,19D,Badulla,Badulla,UNP,Junius Richard Jayewardene,12435,56.52,green
1982,19D,Badulla,Badulla,SLFP,Hector Kobbekaduwa,8485,38.56,blue
1982,19D,Badulla,Badulla,JVP,Rohana Wijeweera,717,3.26,red
1982,19D,Badulla,Badulla,LSSP,Colvin Reginald de Silva,253,1.15,red
1982,19D,Badulla,Badulla,ACTC,Kumar Ponnambalam,76,0.35,yellow
1982,19D,Badulla,Badulla,NSSP,Vasudeva Nanayakkara,37,0.17,red
1988,19D,Badulla,Badulla,UNP,Ranasinghe Premadasa,4968,57.82,green
1988,19D,Badulla,Badulla,SLFP,Sirimavo Bandaranaike,3160,36.78,blue
1988,19D,Badulla,Badulla,SLMP,Oswin Abeygunasekara,464,5.4,purple
1994,19D,Badulla,Badulla,PA,Chandrika Kumaratunga,17416,61.66,blue
1994,19D,Badulla,Badulla,UNP,Srimathi Dissanayake,10210,36.15,green
1994,19D,Badulla,Badulla,Ind 2,Hudson Samarasinghe,255,0.9,
1994,19D,Badulla,Badulla,SMBP,Harischandra Wijayatunga,182,0.64,
1994,19D,Badulla,Badulla,Ind 1,Arthur Jayasena Ranasinghe,104,0.37,
1994,19D,Badulla,Badulla,SLPF,Nihal Galappaththi,76,0.27,
1999,19D,Badulla,Badulla,UNP,Ranil Wickremesinghe,13310,42.8,green
